坦,I-Location
、,O
车,B-Location
臣,I-Location
、,O
印,B-Location
古,I-Location
什,I-Location
、,O
北,B-Location
奥,I-Location
塞,I-Location
梯,I-Location
共,I-Location
和,I-Location
国,I-Location
及,O
斯,B-Location
塔,I-Location
夫,I-Location
罗,I-Location
波,I-Location
尔,I-Location
边,I-Location
疆,I-Location
区,I-Location
当,B-Time
日,I-Time
均,O
发,O
生,O
不,O
同,O
程,O
度,O
地,B-Denoter
震,I-Denoter
，,O
震,O
中,O
位,O
于,O
车,O
臣,O
共,O
和,O
国,O
。,O
,
目,B-Time
前,I-Time
救,B-Denoter
援,I-Denoter
工,O
作,O
正,O
在,O
紧,O
张,O
进,O
行,O
中,O
,
（,O
记,O
者,O
刘,O
鹏,O
）,O
新,B-Participant
华,I-Participant
社,I-Participant
苏,I-Participant
瓦,I-Participant
3,B-Time
月,I-Time
26,I-Time
日,I-Time
电,B-Denoter
据,O
，,O
美,B-Participant
国,I-Participant
地,I-Participant
质,I-Participant
勘,I-Participant
探,I-Participant
局,I-Participant
消,B-Denoter
息,I-Denoter
。,O
,
南,B-Location
太,I-Location
平,I-Location
洋,I-Location
岛,I-Location
国,I-Location
斐,I-Location
济,I-Location
附,I-Location
近,I-Location
海,I-Location
域,I-Location
当,B-Time
地,I-Time
时,I-Time
间,I-Time
26,I-Time
日,I-Time
下,I-Time
午,I-Time
发,O
生,O
6.5,O
级,O
地,B-Denoter
震,I-Denoter
。,O
,
目,B-Time
前,I-Time
尚,O
无,O
人,O
员,O
伤,O
亡,O
和,O
财,O
产,O
损,O
失,O
报,B-Denoter
告,I-Denoter
，,O
美,B-Object
国,I-Object
地,I-Object
质,I-Object
勘,I-Object
探,I-Object
局,I-Object
震,I-Object
监,I-Object
测,I-Object
网,I-Object
数,I-Object
据,I-Object
显,B-Denoter
示,I-Denoter
这,O
次,O
，,O
震,O
中,O
位,O
于,O
斐,O
济,O
首,O
都,O
苏,O
瓦,O
以,O
南,O
885,O
公,O
里,O
处,O
海,O
域,O
，,O
震,O
源,O
深,O
度,O
5.1,O
公,O
里,O
。,O
,
地,B-Denoter
震,I-Denoter
发,O
生,O
在,O
当,B-Time
地,I-Time
时,I-Time
间,I-Time
26,I-Time
日,I-Time
29,I-Time
分,I-Time
（,O
北,O
京,O
时,O
间,O
11,O
时,O
29,O
分,O
）,O
太,B-Participant
平,I-Participant
洋,I-Participant
海,I-Participant
啸,I-Participant
预,I-Participant
警,I-Participant
中,I-Participant
心,I-Participant
没,O
有,O
针,O
对,O
这,O
次,O
地,O
震,O
发,B-Denoter
布,I-Denoter
海,B-Object
啸,I-Object
预,I-Object
警,I-Object
。,O
,
新,B-Participant
华,I-Participant
网,I-Participant
兰,B-Location
州,I-Location
电,B-Denoter
受,O
强,O
烈,O
地,O
震,O
影,O
响,O
，,O
。,O
,
12,I-Time
日,I-Time
14,I-Time
时,I-Time
30,I-Time
分,I-Time
许,I-Time
，,O
兰,B-Location
州,I-Location
市,I-Location
区,I-Location
感,O
受,O
到,O
明,O
显,O
震,B-Denoter
感,I-Denoter
市,B-Participant
民,I-Participant
纷,O
纷,O
走,B-Denoter
上,I-Denoter
街,B-Location
头,I-Location
避,B-Denoter
险,I-Denoter
，,O
学,B-Participant
校,I-Participant
等,O
单,O
位,O
也,O
立,O
即,O
疏,B-Denoter
散,I-Denoter
人,B-Participant
群,I-Participant
到,O
安,B-Location
全,I-Location
场,I-Location
所,I-Location
。,O
,
避,B-Denoter
险,I-Denoter
。,O
,
警,B-Object
报,I-Object
器,I-Object
纷,O
纷,O
响,B-Denoter
起,I-Denoter
。,O
,
手,B-Object
机,I-Object
通,I-Object
讯,I-Object
一,O
度,O
普,O
遍,O
受,B-Denoter
阻,I-Denoter
今,B-Time
天,I-Time
下,I-Time
午,I-Time
14,I-Time
时,I-Time
30,I-Time
分,I-Time
，,O
记,B-Participant
者,I-Participant
正,O
在,O
写,B-Denoter
稿,I-Denoter
时,O
，,O
电,B-Object
脑,I-Object
桌,I-Object
忽,O
然,O
摇,B-Denoter
曳,I-Denoter
起,O
来,O
紧,O
接,O
着,O
房,O
间,O
的,O
。,O
,
衣,B-Object
架,I-Object
也,O
不,O
停,O
摇,I-Denoter
来,I-Denoter
去,I-Denoter
记,B-Participant
者,I-Participant
站,B-Denoter
起,O
身,O
来,O
时,O
觉,B-Denoter
得,I-Denoter
，,O
整,B-Object
个,I-Object
房,I-Object
间,I-Object
呈,O
由,O
北,O
向,O
南,O
摇,B-Denoter
摆,I-Denoter
后,O
来,O
感,B-Denoter
觉,I-Denoter
整,B-Object
座,I-Object
办,I-Object
公,I-Object
大,I-Object
楼,I-Object
也,O
一,O
样,O
摇,B-Denoter
来,I-Denoter
摆,I-Denoter
去,I-Denoter
，,O
…,O
…,O
此,B-Time
时,I-Time
房,O
间,O
的,O
写,B-Object
字,I-Object
台,I-Object
和,O
书,B-Object
柜,I-Object
发,B-Denoter
出,I-Denoter
了,O
吓,O
人,O
的,O
咯,O
吱,O
咯,O
吱,O
的,O
响,B-Object
声,I-Object
后,O
来,O
听,B-Denoter
见,I-Denoter
“,O
地,O
震,O
了,O
，,O
地,O
震,O
了,O
！,O
”,O
而,O
楼,B-Location
下,I-Location
院,I-Location
子,I-Location
里,I-Location
有,B-Participant
人,I-Participant
喊,B-Denoter
这,O
种,O
。,O
,
摇,B-Denoter
曳,I-Denoter
大,O
约,O
至,O
少,O
持,O
续,O
了,O
3,B-Time
分,I-Time
钟,I-Time
时,I-Time
间,I-Time
据,O
，,O
记,B-Participant
者,I-Participant
所,B-Denoter
知,I-Denoter
。,O
,
近,B-Time
期,I-Time
地,B-Participant
震,I-Participant
部,I-Participant
门,I-Participant
没,I-Participant
有,O
任,O
何,O
预,B-Denoter
报,I-Denoter
记,B-Participant
者,I-Participant
将,O
前,B-Denoter
往,I-Denoter
地,B-Location
震,I-Location
部,I-Location
门,I-Location
作,O
进,O
一,O
步,O
。,O
了,B-Denoter
解,I-Denoter
,
中,B-Participant
新,I-Participant
网,I-Participant
西,I-Participant
宁,I-Participant
2,I-Time
月,I-Time
22,I-Time
日,I-Time
电,B-Denoter
，,O
记,B-Participant
者,I-Participant
刚,I-Time
从,O
青,B-Participant
海,I-Participant
省,I-Participant
地,I-Participant
震,I-Participant
局,I-Participant
获,B-Denoter
悉,I-Denoter
，,O
青,O
海,O
省,O
海,O
北,O
州,O
门,O
源,O
县,O
朱,O
固,O
乡,O
震,O
感,O
强,O
烈,O
。,O
,
甘,B-Location
肃,I-Location
省,I-Location
天,I-Location
祝,I-Location
县,I-Location
发,O
生,O
4.3,O
级,O
地,B-Denoter
震,I-Denoter
后,O
，,O
震,O
源,O
深,O
度,O
6,O
千,O
米,O
。,O
,
2,I-Time
月,I-Time
22,I-Time
日,I-Time
12,I-Time
时,I-Time
56,I-Time
分,I-Time
在,O
甘,B-Location
肃,I-Location
省,I-Location
武,I-Location
威,I-Location
市,I-Location
天,I-Location
祝,I-Location
藏,I-Location
族,I-Location
自,I-Location
治,I-Location
县,I-Location
(,O
北,O
纬,O
7.6,O
度,O
，,O
东,O
经,O
2.3,O
度,O
),O
发,O
生,O
4.3,O
级,O
地,B-Denoter
震,I-Denoter
，,O
记,B-Participant
者,I-Participant
从,O
青,B-Participant
海,I-Participant
省,I-Participant
政,I-Participant
府,I-Participant
应,I-Participant
急,I-Participant
办,I-Participant
了,B-Denoter
解,I-Denoter
到,O
。,O
,
截,B-Time
至,I-Time
目,I-Time
前,I-Time
，,O
尚,O
未,O
收,B-Denoter
到,O
关,O
于,O
门,O
源,O
县,O
人,O
员,O
伤,O
亡,O
和,O
财,O
产,O
损,O
失,O
的,O
报,B-Object
告,I-Object
,
根,O
据,O
，,O
美,B-Object
国,I-Object
地,I-Object
质,I-Object
勘,I-Object
探,I-Object
局,I-Object
震,I-Object
信,I-Object
息,I-Object
网,I-Object
消,B-Denoter
息,I-Denoter
。,O
,
哥,B-Location
伦,I-Location
比,I-Location
亚,I-Location
东,I-Location
北,I-Location
部,I-Location
桑,I-Location
坦,I-Location
德,I-Location
省,I-Location
当,B-Time
地,I-Time
时,I-Time
间,I-Time
7,I-Time
日,I-Time
37,I-Time
分,I-Time
（,O
北,O
京,O
时,O
间,O
8,O
日,O
4,O
时,O
37,O
分,O
）,O
发,O
生,O
5,O
．,O
4,O
级,O
地,B-Denoter
震,I-Denoter
。,O
,
目,B-Time
前,I-Time
尚,O
无,O
人,O
员,O
伤,O
亡,O
和,O
财,O
产,O
损,O
失,O
的,O
报,B-Denoter
道,I-Denoter
，,O
此,O
次,O
地,O
震,O
震,O
源,O
深,O
度,O
为,O
157,O
．,O
6,O
公,O
里,O
。,O
,
美,B-Object
国,I-Object
地,I-Object
质,I-Object
勘,I-Object
探,I-Object
局,I-Object
震,I-Object
信,I-Object
息,I-Object
网,I-Object
数,I-Object
据,I-Object
显,B-Denoter
示,I-Denoter
，,O
地,O
震,O
震,O
中,O
位,O
于,O
桑,O
坦,O
德,O
省,O
洛,O
斯,O
桑,O
托,O
斯,O
市,O
附,O
近,O
，,O
桑,O
坦,O
德,O
省,O
省,O
会,O
城,O
市,O
布,O
卡,O
拉,O
曼,O
加,O
震,O
感,O
强,O
烈,O
。,O
,
哥,B-Participant
伦,I-Participant
比,I-Participant
亚,I-Participant
媒,I-Participant
体,I-Participant
报,B-Denoter
道,I-Denoter
说,I-Denoter
洛,I-Participant
斯,I-Participant
桑,I-Participant
托,I-Participant
市,I-Participant
长,I-Participant
卡,I-Participant
?,I-Participant
拉,I-Participant
在,O
接,O
受,O
电,B-Participant
台,I-Participant
采,B-Denoter
访,I-Denoter
时,O
，,O
说,B-Denoter
，,O
地,B-Denoter
震,I-Denoter
持,O
续,O
了,O
20,I-Time
秒,I-Time
左,I-Time
右,I-Time
。,O
,
很,B-Participant
多,I-Participant
市,I-Participant
民,I-Participant
跑,B-Denoter
到,O
了,O
街,B-Location
上,I-Location
目,B-Time
前,I-Time
，,O
哥,B-Participant
伦,I-Participant
比,I-Participant
亚,I-Participant
防,I-Participant
灾,I-Participant
部,I-Participant
门,I-Participant
已,O
组,B-Denoter
织,I-Denoter
人,B-Participant
员,I-Participant
对,O
相,O
关,O
地,O
区,O
震,O
后,O
。,O
,
情,B-Object
况,I-Object
展,O
开,O
调,B-Denoter
查,I-Denoter
,
新,B-Participant
华,I-Participant
社,I-Participant
圣,I-Participant
何,I-Participant
塞,I-Participant
１,B-Time
月,I-Time
９,I-Time
日,I-Time
电,B-Denoter
，,O
哥,B-Participant
斯,I-Participant
达,I-Participant
黎,I-Participant
加,I-Participant
红,I-Participant
十,I-Participant
字,I-Participant
会,I-Participant
９,B-Time
日,I-Time
向,O
新,B-Participant
华,I-Participant
社,I-Participant
证,B-Denoter
实,I-Denoter
截,O
至,O
当,O
日,O
下,O
午,O
１４,O
时,O
，,O
８,B-Time
日,I-Time
发,O
生,O
的,O
地,B-Denoter
震,I-Denoter
已,O
经,O
造,O
成,O
，,O
６,B-Participant
人,I-Participant
死,B-Denoter
亡,I-Denoter
，,O
９１,I-Participant
人,I-Participant
受,B-Denoter
伤,I-Denoter
另,O
有,O
。,O
,
４２,I-Participant
人,I-Participant
失,B-Denoter
踪,I-Denoter
造,O
成,O
地,B-Denoter
震,I-Denoter
，,O
至,B-Participant
少,I-Participant
２６４７,B-Participant
人,I-Participant
直,O
接,O
受,B-Denoter
灾,I-Denoter
其,O
中,O
。,O
,
１２２８,B-Participant
人,I-Participant
无,B-Denoter
家,I-Denoter
可,I-Denoter
归,I-Denoter
并,O
且,O
哥,B-Participant
斯,I-Participant
达,I-Participant
黎,I-Participant
加,I-Participant
国,I-Participant
家,I-Participant
紧,I-Participant
急,I-Participant
情,I-Participant
况,I-Participant
委,I-Participant
员,I-Participant
会,I-Participant
和,O
红,B-Participant
十,I-Participant
字,I-Participant
会,I-Participant
目,B-Time
前,I-Time
正,O
在,O
震,B-Location
中,I-Location
附,I-Location
近,I-Location
区,I-Location
域,I-Location
展,O
开,O
救,B-Denoter
援,I-Denoter
，,O
出,B-Denoter
动,I-Denoter
了,O
１０,I-Object
架,I-Object
直,I-Object
升,I-Object
机,I-Object
前,B-Denoter
往,I-Denoter
灾,B-Location
区,I-Location
。,O
,
救,B-Denoter
助,I-Denoter
被,B-Participant
困,I-Participant
民,I-Participant
众,I-Participant
，,O
哥,B-Location
斯,I-Location
达,I-Location
黎,I-Location
加,I-Location
首,I-Location
都,I-Location
圣,I-Location
何,I-Location
塞,I-Location
附,I-Location
近,I-Location
８,B-Time
日,I-Time
发,O
生,O
里,O
氏,O
６,O
．,O
２,O
级,O
地,B-Denoter
震,I-Denoter
圣,B-Location
何,I-Location
塞,I-Location
市,I-Location
震,B-Denoter
感,I-Denoter
明,O
显,O
。,O
,
截,B-Time
至,I-Time
９,I-Time
日,I-Time
上,I-Time
午,I-Time
１０,I-Time
时,I-Time
，,O
该,B-Location
地,I-Location
区,I-Location
又,O
发,O
生,O
了,O
近,O
１５００,O
次,O
余,B-Denoter
震,I-Denoter
。,O
,
人,B-Participant
民,I-Participant
网,I-Participant
记,I-Participant
者,I-Participant
孙,I-Participant
海,I-Participant
涛,I-Participant
报,B-Denoter
道,I-Denoter
，,O
贵,B-Location
阳,I-Location
市,I-Location
区,I-Location
有,O
强,O
烈,O
震,B-Denoter
感,I-Denoter
，,O
４,B-Location
、,I-Location
５,I-Location
层,I-Location
楼,I-Location
上,I-Location
有,O
明,O
显,O
感,B-Denoter
觉,I-Denoter
２０,O
层,O
以,O
上,O
楼,O
内,O
，,O
吊,B-Object
灯,I-Object
大,O
幅,O
度,O
甩,B-Denoter
动,I-Denoter
。,O
,
鱼,B-Object
缸,I-Object
内,I-Object
水,I-Object
被,O
晃,B-Denoter
出,I-Denoter
。,O
,
人,B-Participant
们,I-Participant
纷,O
纷,O
躲,B-Denoter
到,I-Denoter
空,B-Location
旷,I-Location
地,I-Location
带,I-Location
，,O
通,B-Object
讯,I-Object
陷,O
入,O
半,O
瘫,B-Denoter
痪,I-Denoter
，,O
楼,B-Participant
内,I-Participant
单,I-Participant
位,I-Participant
已,O
大,O
部,O
下,B-Denoter
班,I-Denoter
，,O
但,O
交,O
通,O
等,O
城,O
市,O
秩,O
序,O
正,O
常,O
。,O
,
学,B-Participant
校,I-Participant
已,O
放,B-Denoter
学,I-Denoter
,
新,B-Participant
华,I-Participant
社,I-Participant
贵,B-Location
阳,I-Location
１２,I-Time
月,I-Time
２６,I-Time
日,I-Time
电,B-Denoter
，,O
贵,B-Location
州,I-Location
省,I-Location
罗,I-Location
甸,I-Location
县,I-Location
２６,I-Time
日,I-Time
２０,I-Time
时,I-Time
０５,I-Time
分,I-Time
发,O
生,O
４,O
．,O
０,O
级,O
地,B-Denoter
震,I-Denoter
，,O
全,O
县,O
交,O
通,O
、,O
通,O
讯,O
正,O
常,O
。,O
,
截,B-Time
至,I-Time
２２,I-Time
时,I-Time
记,I-Time
者,I-Time
发,I-Time
稿,I-Time
止,O
，,O
罗,B-Location
甸,I-Location
县,I-Location
尚,O
无,O
接,B-Denoter
到,I-Denoter
人,O
员,O
伤,O
亡,O
和,O
房,O
屋,O
倒,O
塌,O
的,O
报,B-Object
告,I-Object
罗,O
甸,O
县,O
委,O
书,O
记,O
，,O
沙,B-Participant
先,I-Participant
贵,I-Participant
通,O
过,O
电,O
话,O
告,B-Denoter
诉,I-Denoter
记,B-Participant
者,I-Participant
时,O
，,O
20,I-Time
时,I-Time
左,I-Time
右,I-Time
发,O
生,O
地,B-Denoter
震,I-Denoter
。,O
,
县,B-Location
城,I-Location
震,B-Denoter
感,I-Denoter
比,O
较,O
明,O
显,O
后,O
，,O
地,B-Denoter
震,I-Denoter
发,O
生,O
，,O
罗,B-Participant
甸,I-Participant
县,I-Participant
委,I-Participant
、,O
县,B-Participant
政,I-Participant
府,I-Participant
召,O
开,O
全,O
县,O
应,O
急,O
会,B-Denoter
议,I-Denoter
，,O
启,B-Denoter
动,I-Denoter
地,B-Object
震,I-Object
应,I-Object
急,I-Object
预,I-Object
案,I-Object
安,O
排,O
。,O
,
公,B-Participant
安,I-Participant
、,O
武,B-Participant
警,I-Participant
、,O
消,B-Participant
防,I-Participant
警,O
力,O
在,O
街,B-Location
道,I-Location
巡,B-Denoter
逻,I-Denoter
，,O
同,B-Time
时,I-Time
与,O
全,B-Participant
县,I-Participant
２６,I-Participant
个,I-Participant
乡,I-Participant
镇,I-Participant
电,O
话,O
联,B-Denoter
系,I-Denoter
要,O
求,O
各,O
地,O
。,O
,
摸,B-Denoter
查,I-Denoter
受,B-Object
灾,I-Object
情,I-Object
况,I-Object
全,O
县,O
所,O
有,O
单,O
位,O
，,O
２６,I-Time
日,I-Time
晚,I-Time
安,O
排,O
人,O
员,O
２４,O
小,O
时,O
值,B-Denoter
班,I-Denoter
并,O
通,O
过,O
县,O
电,O
视,O
台,O
的,O
滚,O
动,O
字,O
幕,O
将,O
，,O
地,B-Object
震,I-Object
消,I-Object
息,I-Object
向,O
全,O
县,O
如,O
实,O
通,B-Denoter
报,I-Denoter
。,O
,
公,B-Denoter
布,I-Denoter
相,O
关,O
应,B-Object
急,I-Object
值,I-Object
班,I-Object
电,I-Object
话,I-Object
，,O
沙,B-Participant
先,I-Participant
贵,I-Participant
说,B-Denoter
经,O
与,O
，,O
２６,I-Participant
个,I-Participant
乡,I-Participant
镇,I-Participant
电,O
话,O
联,B-Denoter
系,I-Denoter
。,O
,
目,B-Time
前,I-Time
尚,O
未,O
接,B-Denoter
到,I-Denoter
有,O
人,O
员,O
伤,O
亡,O
和,O
房,O
屋,O
倒,O
塌,O
的,O
情,O
况,O
报,B-Object
告,I-Object
贵,O
州,O
省,O
地,O
震,O
局,O
局,O
长,O
，,O
此,O
次,O
地,O
震,O
震,O
中,O
位,O
于,O
罗,O
甸,O
县,O
沫,O
阳,O
镇,O
附,O
近,O
。,O
,
陈,B-Participant
本,I-Participant
金,I-Participant
说,B-Denoter
。,O
,
贵,B-Participant
州,I-Participant
省,I-Participant
地,I-Participant
震,I-Participant
局,I-Participant
已,O
派,O
人,O
连,O
夜,O
赶,B-Denoter
赴,I-Denoter
罗,B-Location
甸,I-Location
,
新,B-Participant
华,I-Participant
网,I-Participant
北,I-Participant
京,I-Participant
电,B-Denoter
中,O
国,O
地,O
震,O
局,O
新,O
闻,O
发,O
言,O
人,O
，,O
张,B-Participant
宏,I-Participant
卫,I-Participant
12,I-Time
日,I-Time
下,I-Time
午,I-Time
通,B-Denoter
报,I-Denoter
针,O
对,O
，,O
四,B-Location
川,I-Location
汶,I-Location
地,B-Denoter
震,I-Denoter
，,O
中,B-Participant
国,I-Participant
地,I-Participant
震,I-Participant
局,I-Participant
已,O
启,B-Denoter
动,I-Denoter
一,B-Object
级,I-Object
预,I-Object
案,I-Object
一,O
支,O
180,O
人,O
的,O
。,O
,
救,B-Participant
援,I-Participant
队,I-Participant
已,O
经,O
集,B-Denoter
结,I-Denoter
据,O
，,O
国,B-Participant
家,I-Participant
地,I-Participant
震,I-Participant
台,I-Participant
网,I-Participant
测,B-Denoter
定,I-Denoter
。,O
,
12,I-Time
日,I-Time
14,I-Time
时,I-Time
48,I-Time
分,I-Time
，,O
四,B-Location
川,I-Location
省,I-Location
汶,I-Location
县,I-Location
（,O
温,O
江,O
西,O
北,O
55,O
公,O
里,O
，,O
北,O
纬,O
31,O
．,O
0,O
度,O
，,O
东,O
经,O
103,O
．,O
4,O
度,O
）,O
发,O
生,O
7,O
．,O
8,O
级,O
地,B-Denoter
震,I-Denoter
中,O
国,O
地,O
震,O
局,O
新,O
闻,O
发,O
言,O
人,O
，,O
此,O
次,O
地,O
震,O
强,O
度,O
大,O
，,O
波,O
及,O
面,O
广,O
。,O
,
最,O
新,O
测,O
得,O
的,O
震,O
级,O
为,O
7,O
．,O
8,O
级,O
，,O
张,B-Participant
宏,I-Participant
卫,I-Participant
说,B-Denoter
。,O
,
宁,B-Location
